date,temperature_2m_max (°C),temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²)
2024-08-11,26.3,23.9,2.10,24.7,258,17.97
2024-08-12,26.8,24.0,5.50,23.2,252,16.78
2024-08-13,28.4,24.7,3.40,16.7,254,20.67
2024-08-14,28.5,24.6,1.30,15.9,261,18.32
2024-08-15,28.5,24.8,1.70,15.6,268,19.08
2024-08-16,28.4,24.9,1.80,16.5,254,20.61
2024-08-17,29.6,24.8,2.30,12.2,258,18.85
2024-08-18,29.4,25.2,16.50,10.9,274,15.22
2024-08-19,28.9,25.1,10.00,8.4,316,15.12
2024-08-20,27.9,24.5,28.60,14.4,297,12.27
2024-08-21,29.4,24.9,18.30,11.0,26,19.14
2024-08-22,29.6,24.8,23.40,17.1,239,15.81
2024-08-23,28.5,24.7,9.90,15.0,236,11.22
2024-08-24,24.6,23.4,21.00,23.4,260,7.47
2024-08-25,24.1,22.5,25.50,27.3,251,7.12
2024-08-26,24.2,22.6,23.50,32.3,244,5.58
2024-08-27,25.4,22.5,6.90,33.4,224,14.93
2024-08-28,24.9,22.5,10.00,28.6,220,9.50
2024-08-29,26.6,23.2,5.10,26.7,223,18.01
2024-08-30,27.4,23.7,1.70,19.9,231,17.32
2024-08-31,27.6,24.2,1.40,16.2,266,19.07
2024-09-01,27.8,24.0,0.50,20.5,283,15.82
2024-09-02,23.6,22.8,16.90,17.3,283,6.60
2024-09-03,26.4,23.3,7.00,19.8,266,10.20
2024-09-04,26.8,23.9,2.20,23.8,258,19.17
2024-09-05,26.1,23.7,8.20,22.6,255,11.52
2024-09-06,27.2,23.9,4.60,24.1,255,16.12
2024-09-07,27.6,24.1,2.60,21.3,263,19.12
2024-09-08,27.8,24.2,1.90,17.0,257,20.03
2024-09-09,26.7,23.9,3.60,18.5,265,16.29
2024-09-10,27.7,24.2,1.60,17.7,259,17.33
2024-09-11,27.8,24.0,1.50,21.1,245,18.77
2024-09-12,26.2,23.6,1.00,23.1,245,14.48
2024-09-13,26.2,23.2,2.00,23.1,245,20.85
2024-09-14,25.9,22.7,2.30,23.2,237,21.09
2024-09-15,26.3,22.9,1.30,19.1,257,17.31
2024-09-16,28.1,23.8,0.40,15.2,274,21.84
2024-09-17,27.7,22.9,1.00,16.7,289,19.61
2024-09-18,28.0,23.3,0.30,11.3,275,17.54
2024-09-19,29.0,23.7,7.60,9.0,264,19.84
2024-09-20,28.7,24.1,1.30,16.6,278,19.33
2024-09-21,28.9,24.4,0.20,15.2,286,19.74
2024-09-22,28.8,24.2,3.60,13.4,305,16.42
2024-09-23,28.3,24.7,10.00,12.5,312,11.74
2024-09-24,29.9,24.7,12.40,14.3,337,18.55
2024-09-25,27.9,24.0,37.10,13.7,305,10.83
2024-09-26,24.8,23.3,49.50,12.5,258,4.89
2024-09-27,24.9,23.0,12.70,23.4,221,7.11
2024-09-28,26.8,23.7,48.40,22.6,241,13.82
2024-09-29,27.8,23.8,1.30,20.2,240,15.96
2024-09-30,28.6,24.5,1.70,11.7,287,17.21
2024-10-01,30.9,25.5,0.20,10.0,325,21.39
2024-10-02,31.1,25.5,2.50,13.7,285,20.96
2024-10-03,29.7,24.9,0.40,14.5,264,18.45
2024-10-04,28.7,24.4,1.00,14.1,261,18.45
2024-10-05,29.1,24.5,0.20,8.9,291,21.27
2024-10-06,29.1,24.2,2.20,17.5,66,19.85
2024-10-07,30.3,25.4,0.20,16.8,78,21.14
2024-10-08,30.5,25.4,0.00,9.7,68,21.37
2024-10-09,29.2,24.4,9.10,13.2,91,14.44
2024-10-10,28.0,23.8,8.40,21.4,97,12.20
2024-10-11,28.4,23.5,12.80,22.0,100,13.17
2024-10-12,29.1,24.0,6.50,18.7,106,16.90
2024-10-13,29.4,24.1,6.30,14.8,104,16.61
2024-10-14,29.5,24.2,2.30,16.2,92,18.33
2024-10-15,29.4,24.6,0.40,14.9,90,19.01
2024-10-16,29.5,24.9,1.00,12.8,69,19.61
2024-10-17,27.2,24.5,0.00,11.5,75,10.62
2024-10-18,29.7,25.4,4.50,20.8,95,18.29
2024-10-19,29.0,23.9,14.10,13.0,107,13.72
2024-10-20,27.3,23.1,13.70,14.2,102,9.85
2024-10-21,27.7,23.0,20.90,13.3,94,14.01
2024-10-22,29.0,23.8,0.90,12.7,77,17.72
2024-10-23,29.2,24.1,0.20,11.1,70,19.33
2024-10-24,28.1,23.8,0.00,12.1,69,19.56
2024-10-25,29.4,23.4,0.00,8.9,29,21.11
2024-10-26,29.6,22.9,0.00,9.9,39,20.80
2024-10-27,30.6,23.8,0.00,14.5,328,20.72
2024-10-28,31.5,24.1,0.00,9.1,350,20.79
2024-10-29,31.1,24.8,0.00,12.9,13,19.20
2024-10-30,30.1,24.2,0.00,8.0,50,20.11
2024-10-31,30.4,24.6,0.00,13.4,68,19.94
2024-11-01,30.4,24.6,0.00,13.1,69,19.98
2024-11-02,30.2,24.4,0.00,10.5,61,20.27
2024-11-03,30.5,23.8,0.00,11.1,62,19.87
2024-11-04,30.2,23.9,0.00,10.6,71,19.34
2024-11-05,29.8,24.0,0.00,10.6,65,19.54
2024-11-06,30.6,23.6,0.00,10.4,47,20.06
2024-11-07,29.8,22.7,0.00,10.2,63,19.93
2024-11-08,30.2,22.8,0.00,15.7,62,19.72
2024-11-09,29.6,22.9,0.00,15.1,58,19.22
2024-11-10,29.2,22.8,0.00,12.1,56,19.57
2024-11-11,28.8,22.4,0.00,13.2,58,19.47
2024-11-12,28.8,22.5,0.00,17.4,72,19.56
2024-11-13,29.5,23.1,0.00,15.2,89,19.43
2024-11-14,30.2,23.5,0.00,13.8,75,18.94
2024-11-15,31.0,24.8,0.00,13.3,65,16.81
2024-11-16,31.4,25.1,0.00,11.1,59,17.78
2024-11-17,30.3,24.6,0.00,14.2,78,18.64
2024-11-18,29.0,23.2,0.00,14.3,69,18.95
2024-11-19,28.3,22.2,0.00,12.4,86,18.93
2024-11-20,27.8,21.8,0.00,14.5,90,18.79
2024-11-21,28.2,21.8,0.00,12.8,80,18.73
2024-11-22,28.5,21.8,0.00,11.2,75,18.70
2024-11-23,29.2,22.2,0.00,12.4,65,18.60
2024-11-24,28.5,22.2,0.00,10.9,76,18.33
2024-11-25,27.9,21.5,0.00,14.1,77,18.36
2024-11-26,27.8,21.0,0.00,16.2,78,18.35
2024-11-27,27.2,20.8,0.00,17.4,91,18.43
2024-11-28,27.7,20.7,0.00,18.8,77,18.35
2024-11-29,27.0,20.2,0.00,16.9,76,18.45
2024-11-30,27.2,20.1,0.00,13.7,88,18.33
2024-12-01,28.8,21.4,0.00,13.3,81,17.73
2024-12-02,29.2,23.2,0.00,13.2,81,13.56
2024-12-03,29.7,24.3,0.70,17.8,86,13.36
2024-12-04,29.9,25.0,0.20,18.5,93,13.33
2024-12-05,29.8,24.7,0.60,14.3,74,15.09
2024-12-06,31.0,25.0,0.30,10.3,41,15.89
2024-12-07,29.6,23.6,0.00,12.6,313,17.18
2024-12-08,27.7,20.7,0.00,12.7,314,17.97
2024-12-09,26.1,19.1,0.00,13.7,34,18.13
2024-12-10,26.0,18.6,0.00,13.1,81,17.42
2024-12-11,27.6,20.1,0.00,11.6,72,17.28
2024-12-12,27.8,20.8,0.00,11.6,52,17.28
2024-12-13,26.2,19.7,0.00,15.1,79,17.65
2024-12-14,26.1,18.9,0.00,16.6,89,17.70
2024-12-15,26.9,19.1,0.00,15.2,82,17.93
2024-12-16,27.3,19.6,0.00,13.4,81,18.02
2024-12-17,28.7,20.3,0.00,12.2,73,17.78
2024-12-18,28.8,20.6,0.00,12.8,75,17.81
2024-12-19,29.1,20.7,0.00,12.2,29,17.76
2024-12-20,28.4,21.1,0.00,11.0,254,17.15
2024-12-21,29.1,21.7,0.00,12.1,26,16.85
2024-12-22,28.2,20.9,0.00,15.5,255,14.76
2024-12-23,26.8,21.2,0.20,16.0,273,13.65
2024-12-24,27.0,21.2,0.00,14.5,318,13.76
2024-12-25,28.7,22.0,0.00,14.1,35,15.38
2024-12-26,28.4,22.7,0.10,14.7,94,11.56
2024-12-27,27.9,22.5,0.70,14.2,193,14.83
2024-12-28,26.7,22.3,1.00,14.0,302,12.71
2024-12-29,27.7,22.1,0.10,13.6,73,14.51
2024-12-30,29.3,22.8,0.00,11.8,77,15.93
2024-12-31,29.1,22.9,0.00,11.9,49,16.81
2025-01-01,28.6,22.6,0.00,11.7,73,17.25
2025-01-02,29.8,22.2,0.00,11.9,73,17.68
2025-01-03,29.4,21.8,0.00,11.4,82,17.81
2025-01-04,29.6,21.7,0.00,12.1,79,18.12
2025-01-05,29.6,21.9,0.00,13.0,7,14.55
2025-01-06,28.9,21.8,0.00,15.5,326,17.77
2025-01-07,26.8,20.4,0.00,14.3,70,17.77
2025-01-08,27.0,19.5,0.00,12.6,82,18.03
2025-01-09,27.7,19.8,0.00,15.1,88,18.15
2025-01-10,27.9,20.5,0.00,12.2,81,17.81
2025-01-11,28.3,21.3,0.00,14.7,254,17.33
2025-01-12,28.2,21.3,0.00,10.9,5,16.77
2025-01-13,27.8,21.1,0.00,13.8,87,17.46
2025-01-14,29.8,21.8,0.00,14.1,98,16.87
2025-01-15,30.5,23.7,0.00,17.1,175,16.81
2025-01-16,29.9,22.9,0.10,14.8,337,17.17
2025-01-17,28.6,22.4,0.00,15.4,87,17.84
2025-01-18,28.5,22.0,0.00,16.6,91,18.58
2025-01-19,29.8,22.2,0.00,12.7,78,18.67
2025-01-20,29.9,22.5,0.00,12.0,67,18.75
2025-01-21,30.5,22.9,0.00,11.2,58,18.81
2025-01-22,31.5,23.5,0.00,15.2,35,18.89
2025-01-23,30.7,23.3,0.00,16.7,335,18.76
2025-01-24,30.8,23.6,0.00,13.9,69,18.94
2025-01-25,32.4,24.6,0.00,14.3,69,18.92
