date,temperature_2m_max (°C),temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²)
2021-12-27,26.8,19.4,0.00,9.0,46,17.00
2021-12-28,27.6,19.8,0.00,15.0,296,16.84
2021-12-29,23.6,17.7,0.00,13.1,54,16.83
2021-12-30,23.7,17.9,0.00,21.7,88,14.45
2021-12-31,26.1,19.2,0.00,17.5,86,15.57
2022-01-01,26.5,19.4,0.00,11.6,74,15.78
2022-01-02,25.9,19.6,0.20,10.7,74,15.93
2022-01-03,26.6,20.5,0.00,12.1,88,16.26
2022-01-04,27.1,20.3,0.00,10.8,72,16.95
2022-01-05,27.2,20.8,0.00,14.3,186,16.42
2022-01-06,26.7,20.2,0.00,13.8,273,16.14
2022-01-07,27.0,19.7,0.00,18.1,181,15.83
2022-01-08,23.7,18.6,1.30,11.2,272,12.02
2022-01-09,23.2,18.4,1.50,12.1,318,16.88
2022-01-10,22.8,15.4,0.00,12.0,20,18.13
2022-01-11,23.6,17.1,0.00,13.0,59,14.71
2022-01-12,23.1,16.8,0.00,14.9,66,17.39
2022-01-13,22.9,16.4,0.10,15.4,88,15.14
2022-01-14,23.7,17.2,0.20,10.8,62,16.36
2022-01-15,24.2,17.7,0.00,16.6,79,17.74
2022-01-16,25.8,18.4,0.00,15.5,84,18.08
2022-01-17,26.3,19.0,0.00,11.5,71,17.61
2022-01-18,26.7,19.9,0.00,11.3,48,18.24
2022-01-19,26.8,19.7,0.00,9.4,43,18.39
2022-01-20,27.7,20.4,0.00,13.7,297,18.71
2022-01-21,27.6,20.2,0.00,14.3,271,18.46
2022-01-22,24.3,19.3,0.70,27.4,255,15.06
2022-01-23,20.7,16.9,0.10,17.0,280,16.75
2022-01-24,21.0,14.1,0.00,11.7,357,19.82
2022-01-25,22.4,14.4,0.00,10.6,44,19.81
2022-01-26,23.6,15.4,0.00,12.2,63,19.67
2022-01-27,24.4,16.3,0.00,14.2,76,19.59
2022-01-28,25.1,16.9,0.00,13.4,75,19.97
2022-01-29,26.2,17.0,0.00,10.1,66,20.33
2022-01-30,28.0,18.4,0.00,11.8,31,20.42
2022-01-31,28.5,19.3,0.00,12.7,306,20.46
2022-02-01,28.5,19.3,0.00,13.6,316,20.56
2022-02-02,30.1,20.7,0.00,11.8,303,20.50
2022-02-03,27.1,19.7,0.00,20.1,266,20.50
2022-02-04,25.6,18.6,0.00,11.4,269,20.16
2022-02-05,27.2,18.1,0.00,15.2,2,20.88
2022-02-06,29.3,19.8,0.00,18.6,52,20.86
2022-02-07,29.1,20.7,0.00,13.7,285,20.80
2022-02-08,28.4,20.2,0.00,15.0,273,20.67
2022-02-09,26.4,18.9,0.00,13.4,295,21.11
2022-02-10,27.5,20.0,0.00,16.2,46,21.15
2022-02-11,27.7,20.1,0.00,15.5,77,21.44
2022-02-12,28.6,20.1,0.00,11.2,69,21.39
2022-02-13,29.3,21.6,0.00,18.4,43,21.27
2022-02-14,28.9,21.2,0.00,15.3,286,21.65
2022-02-15,29.0,21.2,0.00,15.3,286,21.54
2022-02-16,27.5,20.6,0.00,12.1,239,20.93
2022-02-17,28.9,21.3,0.00,13.0,86,18.04
2022-02-18,30.3,22.1,0.00,13.1,276,20.43
2022-02-19,31.4,23.2,0.00,13.5,289,20.43
2022-02-20,30.9,23.8,0.00,17.1,323,22.57
2022-02-21,31.3,23.2,0.00,13.4,328,22.71
2022-02-22,33.6,23.9,0.00,14.0,279,22.79
2022-02-23,34.2,24.6,0.00,17.1,279,22.64
2022-02-24,33.1,25.0,0.00,16.1,325,22.68
2022-02-25,32.2,23.9,0.00,14.0,359,22.97
2022-02-26,33.3,24.4,0.00,17.8,294,22.40
2022-02-27,32.5,24.6,0.00,16.9,327,22.96
2022-02-28,33.2,24.4,0.00,17.1,323,22.92
2022-03-01,32.6,24.4,0.00,13.7,4,22.91
2022-03-02,33.2,25.0,0.00,14.3,8,21.46
2022-03-03,33.5,25.7,0.00,19.1,1,21.28
2022-03-04,33.1,25.7,0.00,19.3,7,22.15
2022-03-05,33.0,25.4,0.00,15.8,47,23.34
2022-03-06,33.1,25.7,0.00,20.0,29,22.05
2022-03-07,33.1,27.0,0.00,17.7,27,19.88
2022-03-08,32.0,25.6,0.10,15.8,89,16.41
2022-03-09,30.4,24.6,0.70,12.6,101,19.92
2022-03-10,32.8,25.0,0.00,9.7,65,22.06
2022-03-11,33.3,25.1,1.20,15.3,63,20.61
2022-03-12,33.2,25.6,0.00,11.9,78,23.75
2022-03-13,33.8,25.6,0.00,11.2,82,24.78
2022-03-14,35.4,26.6,0.00,11.9,41,24.99
2022-03-15,36.4,27.1,0.00,13.8,33,24.66
2022-03-16,37.5,28.8,0.00,16.3,6,24.73
2022-03-17,37.9,29.1,0.00,18.2,2,24.95
2022-03-18,38.5,29.6,0.00,15.3,347,23.60
2022-03-19,37.8,29.5,0.00,17.7,326,21.11
2022-03-20,33.8,27.3,0.00,20.0,295,15.97
2022-03-21,36.2,27.5,0.00,16.0,341,16.91
2022-03-22,36.9,30.0,0.00,18.6,353,20.96
2022-03-23,37.4,29.8,0.00,19.8,350,22.60
2022-03-24,37.8,30.1,0.00,24.6,333,21.33
2022-03-25,38.1,28.8,0.00,19.7,281,25.08
2022-03-26,38.7,30.2,0.00,17.0,308,22.03
2022-03-27,38.9,29.5,0.00,18.8,320,21.99
2022-03-28,38.9,30.8,0.00,16.2,325,25.15
2022-03-29,37.7,30.1,0.00,16.4,312,25.78
2022-03-30,37.6,29.9,0.00,17.4,295,26.28
2022-03-31,37.8,29.1,0.00,15.5,274,26.87
2022-04-01,38.0,28.1,0.00,17.1,267,26.81
2022-04-02,38.4,28.9,0.00,18.1,290,26.31
2022-04-03,38.9,29.2,0.00,20.6,307,26.23
2022-04-04,39.8,30.9,0.00,19.3,326,24.02
2022-04-05,39.9,30.7,0.00,19.4,315,21.14
2022-04-06,38.9,30.1,0.00,20.6,314,23.66
2022-04-07,38.9,30.3,0.00,18.2,310,26.27
2022-04-08,39.7,30.9,0.00,20.6,285,25.95
2022-04-09,39.2,30.2,0.00,19.7,281,24.42
2022-04-10,37.4,29.6,0.00,19.6,283,25.50
2022-04-11,38.8,30.1,0.00,20.0,286,25.47
2022-04-12,39.4,30.5,0.00,20.4,289,23.95
2022-04-13,39.5,31.2,0.00,17.6,305,25.65
2022-04-14,38.6,31.2,0.00,17.2,303,26.21
2022-04-15,37.2,29.1,0.00,16.8,278,26.49
2022-04-16,37.5,28.8,0.00,17.9,292,27.15
2022-04-17,37.8,28.7,0.00,18.7,292,26.78
2022-04-18,37.8,29.2,0.00,17.6,302,26.55
2022-04-19,38.2,30.0,0.00,21.5,308,25.10
2022-04-20,36.4,29.3,0.50,18.0,311,22.74
2022-04-21,37.5,31.6,0.00,23.8,338,23.27
2022-04-22,38.8,30.7,0.00,20.3,344,22.11
2022-04-23,39.1,32.1,0.00,20.2,313,24.37
2022-04-24,39.8,31.6,0.00,20.0,310,24.09
2022-04-25,39.7,31.2,0.00,16.4,297,25.91
2022-04-26,38.9,31.6,0.00,17.7,304,26.02
2022-04-27,40.2,32.4,0.00,18.9,321,26.34
2022-04-28,41.1,33.2,0.00,17.6,322,25.33
2022-04-29,38.4,31.3,0.00,19.0,291,24.92
2022-04-30,38.7,31.1,0.00,23.4,280,27.32
2022-05-01,37.7,29.7,0.00,18.0,269,25.25
2022-05-02,37.2,29.2,0.00,19.3,273,25.57
2022-05-03,37.5,29.2,0.00,20.0,269,25.96
2022-05-04,37.6,29.1,0.00,18.6,286,27.26
2022-05-05,37.7,29.5,0.00,21.1,301,27.34
2022-05-06,37.8,29.5,0.00,20.1,298,25.83
2022-05-07,38.9,30.4,0.00,23.3,304,25.43
2022-05-08,40.1,31.4,0.00,20.9,310,22.35
2022-05-09,39.2,31.4,0.00,23.1,307,23.49
2022-05-10,39.1,30.7,0.30,22.1,303,21.93
2022-05-11,40.0,30.5,0.00,26.6,281,21.73
2022-05-12,36.4,29.1,0.00,19.9,258,22.28
2022-05-13,37.1,29.2,0.00,19.1,250,26.29
2022-05-14,36.8,28.9,0.00,20.1,260,25.78
2022-05-15,37.7,29.4,0.00,16.3,270,25.81
2022-05-16,37.9,29.7,0.00,17.4,286,26.18
2022-05-17,37.2,29.5,0.00,16.5,273,24.42
2022-05-18,37.6,29.3,0.00,17.6,280,25.50
2022-05-19,39.0,30.4,0.00,21.7,291,24.97
2022-05-20,36.0,28.8,0.00,19.9,258,25.59
2022-05-21,34.5,27.4,0.00,26.6,252,26.69
2022-05-22,33.5,27.2,0.00,28.6,252,22.74
2022-05-23,34.3,27.7,0.00,27.6,250,24.36
2022-05-24,34.1,27.8,0.70,21.9,252,23.42
2022-05-25,35.0,28.2,0.00,17.8,270,25.10
2022-05-26,34.5,28.0,0.00,18.8,262,24.45
2022-05-27,33.8,27.3,0.00,24.1,258,24.74
2022-05-28,33.9,27.2,0.00,24.4,257,22.94
2022-05-29,33.0,27.2,0.00,25.4,260,20.16
2022-05-30,33.8,27.5,0.00,20.4,262,24.18
2022-05-31,34.8,28.1,0.10,18.1,275,25.06
2022-06-01,35.5,28.0,0.30,18.9,279,24.12
2022-06-02,34.3,28.0,0.00,17.2,270,22.01
2022-06-03,35.5,28.1,0.00,19.4,268,26.71
2022-06-04,35.9,28.6,0.00,16.8,273,26.18
2022-06-05,37.1,29.1,0.10,20.8,276,25.19
2022-06-06,35.9,28.9,1.40,16.9,260,22.75
2022-06-07,34.4,28.0,1.80,16.4,267,21.90
2022-06-08,35.5,28.5,3.60,16.7,266,23.95
2022-06-09,36.3,28.6,6.10,13.3,250,22.00
2022-06-10,32.8,27.6,4.30,15.0,256,19.32
2022-06-11,32.2,25.4,11.90,19.8,228,14.49
2022-06-12,30.3,25.0,2.90,19.1,229,17.66
2022-06-13,31.7,26.2,2.50,18.9,230,21.86
2022-06-14,32.2,26.7,2.00,21.5,232,23.98
2022-06-15,31.5,26.3,1.20,26.3,239,21.48
2022-06-16,32.1,26.5,1.10,19.9,242,21.87
2022-06-17,31.4,26.4,2.80,18.8,235,20.91
2022-06-18,31.5,26.7,1.10,20.6,237,22.85
2022-06-19,29.5,25.7,2.60,24.8,235,19.37
2022-06-20,28.6,24.7,3.40,27.2,237,16.96
2022-06-21,29.3,24.3,3.90,22.1,234,17.10
2022-06-22,31.8,25.0,18.60,20.2,232,19.48
2022-06-23,29.9,24.8,19.40,9.1,291,15.39
2022-06-24,29.4,24.4,12.80,13.0,221,14.04
2022-06-25,29.0,25.0,11.30,13.0,195,18.89
2022-06-26,29.5,24.9,1.60,22.0,214,19.53
2022-06-27,28.4,24.3,17.00,18.8,224,14.59
2022-06-28,28.1,24.2,5.00,21.6,236,17.66
2022-06-29,28.4,24.7,8.00,19.7,241,18.80
2022-06-30,28.3,24.6,3.70,19.8,240,18.15
2022-07-01,26.2,23.7,3.50,26.6,235,14.15
2022-07-02,25.5,23.4,3.70,26.4,235,8.56
2022-07-03,27.6,24.1,3.10,27.6,232,18.32
2022-07-04,25.9,23.5,3.00,22.4,233,9.41
2022-07-05,24.8,23.3,5.40,21.5,243,6.88
2022-07-06,26.5,23.5,3.60,26.7,232,16.26
2022-07-07,26.3,23.7,2.80,26.8,244,14.09
2022-07-08,24.6,23.0,10.10,21.7,252,5.93
2022-07-09,25.2,22.7,16.60,22.0,262,8.96
2022-07-10,24.7,22.6,17.90,26.0,262,10.16
2022-07-11,23.1,22.2,37.10,26.0,255,5.59
2022-07-12,23.6,22.2,49.40,26.2,257,5.21
2022-07-13,23.6,22.4,50.50,26.9,257,3.69
2022-07-14,24.0,22.7,55.10,31.2,238,7.89
2022-07-15,25.0,23.2,9.70,30.8,233,13.42
2022-07-16,26.5,23.7,8.90,29.8,223,19.89
2022-07-17,27.2,24.3,2.60,25.8,239,20.01
2022-07-18,23.6,22.9,11.90,22.3,252,6.16
2022-07-19,25.2,22.8,10.70,28.1,248,10.61
2022-07-20,26.9,23.6,3.00,23.6,247,18.91
2022-07-21,27.1,23.8,2.30,20.9,254,17.61
2022-07-22,27.7,24.0,1.30,21.6,263,19.94
2022-07-23,25.7,23.4,4.20,24.1,257,15.23
2022-07-24,23.8,22.7,21.30,22.6,248,6.76
2022-07-25,25.6,22.9,3.00,20.9,236,12.32
2022-07-26,27.2,23.9,3.30,18.4,247,18.89
2022-07-27,27.7,23.8,8.50,11.9,261,13.99
2022-07-28,29.4,24.4,2.90,13.7,283,21.24
2022-07-29,29.5,24.8,2.60,14.0,284,20.17
2022-07-30,29.0,24.7,1.40,14.4,276,21.50
2022-07-31,28.5,24.5,1.40,16.2,269,21.68
2022-08-01,28.3,24.5,1.20,16.7,266,22.53
2022-08-02,27.7,24.5,1.50,15.9,272,17.23
2022-08-03,29.7,24.7,6.40,13.2,274,19.97
2022-08-04,29.1,24.9,16.60,10.7,264,16.96
2022-08-05,27.4,23.7,37.80,11.5,234,10.50
2022-08-06,28.2,24.0,17.10,16.5,233,16.71
2022-08-07,28.6,24.2,13.60,11.3,242,17.70
2022-08-08,27.3,24.0,24.00,10.3,243,12.34
2022-08-09,25.5,23.5,3.50,34.5,219,11.39
2022-08-10,25.5,23.3,5.90,29.9,229,11.18
2022-08-11,25.8,23.4,10.90,36.3,227,18.16
2022-08-12,25.2,23.1,8.40,35.7,230,15.21
2022-08-13,26.0,23.1,10.70,30.2,239,16.66
2022-08-14,26.6,23.4,5.90,28.7,241,20.77
2022-08-15,24.5,22.5,8.20,27.1,246,7.10
2022-08-16,23.9,22.4,17.00,29.6,233,8.69
2022-08-17,25.0,22.8,6.50,29.4,226,15.75
2022-08-18,26.6,23.1,5.00,28.9,233,18.63
2022-08-19,26.8,23.4,2.30,25.3,239,19.09
2022-08-20,26.9,23.8,1.70,25.3,250,19.41
2022-08-21,26.8,23.6,2.10,23.7,259,19.46
2022-08-22,24.2,22.7,2.70,26.7,256,9.06
2022-08-23,25.1,23.2,2.60,26.8,243,14.07
2022-08-24,26.0,23.1,3.50,22.9,236,17.38
2022-08-25,27.1,23.5,3.10,17.9,241,19.77
2022-08-26,27.5,23.8,2.80,15.9,253,21.33
2022-08-27,27.4,23.5,1.00,15.9,265,20.16
2022-08-28,28.0,23.7,1.00,12.8,271,19.56
2022-08-29,29.8,24.0,0.10,15.8,282,23.61
2022-08-30,30.0,24.5,10.60,6.6,331,21.38
2022-08-31,29.8,24.9,5.30,12.0,16,19.08
2022-09-01,29.2,24.3,14.50,15.0,55,15.68
2022-09-02,30.1,25.0,1.10,11.9,107,21.64
2022-09-03,30.2,25.0,3.20,11.7,237,21.59
2022-09-04,27.9,24.7,9.60,14.8,252,13.08
2022-09-05,27.6,24.2,1.90,13.1,268,15.75
2022-09-06,28.3,24.0,1.50,10.2,289,17.38
2022-09-07,29.5,24.2,9.60,13.6,337,18.87
2022-09-08,28.5,24.1,15.60,14.2,73,14.50
2022-09-09,29.3,24.6,8.70,14.6,87,17.04
2022-09-10,29.6,24.2,20.20,12.7,82,17.40
2022-09-11,29.2,24.3,23.00,10.3,42,16.02
2022-09-12,26.7,23.9,11.50,12.2,277,11.01
2022-09-13,26.2,23.3,12.50,23.9,229,10.01
2022-09-14,25.2,23.3,4.10,28.3,228,10.82
2022-09-15,25.5,23.1,8.00,30.0,229,9.12
2022-09-16,23.4,22.5,56.90,21.5,246,3.90
2022-09-17,25.4,22.8,8.10,17.8,233,13.82
2022-09-18,25.0,22.3,20.90,16.3,236,8.22
2022-09-19,25.4,22.5,18.60,17.3,274,9.93
2022-09-20,25.7,22.6,4.50,16.5,272,13.23
2022-09-21,27.3,23.1,0.80,17.0,275,17.66
2022-09-22,26.2,22.6,1.90,19.5,268,16.72
2022-09-23,26.5,22.6,0.90,21.3,253,17.11
2022-09-24,27.8,23.1,2.00,17.1,245,19.34
2022-09-25,28.0,23.2,0.80,13.3,249,20.89
2022-09-26,26.0,22.6,1.50,13.6,255,14.53
2022-09-27,27.9,23.3,3.70,9.9,288,19.76
2022-09-28,27.9,22.7,11.40,14.8,282,17.62
2022-09-29,28.5,23.4,2.30,11.5,307,17.80
2022-09-30,29.2,23.8,1.40,14.6,320,21.10
2022-10-01,28.8,23.8,1.70,16.6,301,19.15
2022-10-02,27.6,23.4,2.30,13.3,285,19.66
2022-10-03,28.2,23.4,0.10,12.0,303,20.87
2022-10-04,28.4,23.9,0.30,12.4,320,19.56
2022-10-05,28.3,24.2,0.40,16.2,314,18.80
2022-10-06,28.6,24.5,1.60,17.4,302,18.67
2022-10-07,24.1,22.4,21.30,12.1,257,6.87
2022-10-08,25.2,22.4,5.10,23.2,221,10.67
2022-10-09,27.6,23.6,1.00,15.5,230,16.70
2022-10-10,29.0,23.5,6.40,6.9,283,18.91
2022-10-11,28.5,23.8,8.70,9.3,57,18.60
2022-10-12,27.8,23.4,2.70,10.1,67,14.51
2022-10-13,29.0,23.9,1.20,15.9,64,18.18
2022-10-14,28.7,23.2,8.00,18.6,74,18.17
2022-10-15,27.7,23.0,0.00,18.6,62,21.98
2022-10-16,29.1,22.7,0.00,17.0,69,20.89
2022-10-17,28.4,23.9,17.30,19.9,94,14.95
2022-10-18,27.4,23.2,4.90,12.3,101,14.27
2022-10-19,27.3,23.2,1.80,10.6,64,13.91
2022-10-20,27.4,23.0,1.60,13.1,93,14.40
2022-10-21,27.6,22.8,4.20,15.9,94,16.20
2022-10-22,27.6,22.9,0.00,18.2,92,20.12
2022-10-23,27.3,21.1,0.00,14.4,68,21.64
2022-10-24,28.1,21.5,0.00,10.1,340,21.49
2022-10-25,28.2,21.5,0.00,8.4,305,21.51
2022-10-26,27.8,21.6,0.00,9.2,90,21.44
2022-10-27,27.5,21.3,0.00,11.2,83,21.15
2022-10-28,27.3,21.3,0.00,15.5,74,21.06
2022-10-29,27.7,21.0,0.00,16.7,71,20.86
2022-10-30,27.7,21.2,0.00,12.7,65,20.40
2022-10-31,27.5,21.8,0.00,11.2,70,20.80
2022-11-01,27.0,20.2,0.00,15.1,67,20.93
2022-11-02,28.5,20.8,0.00,16.4,69,20.71
2022-11-03,29.8,21.8,0.00,15.9,62,20.67
2022-11-04,28.9,21.3,0.00,19.1,79,20.62
2022-11-05,29.7,21.5,0.00,18.5,83,20.40
2022-11-06,29.7,22.0,0.00,16.5,83,20.31
2022-11-07,29.7,22.9,0.00,10.4,56,19.69
2022-11-08,30.0,22.7,0.00,11.9,301,19.56
2022-11-09,29.4,22.2,0.00,12.5,44,18.64
2022-11-10,28.3,21.4,0.00,13.6,63,19.52
2022-11-11,28.6,21.7,0.00,15.6,59,19.38
2022-11-12,28.3,21.7,0.00,16.6,76,19.22
2022-11-13,28.5,21.9,0.00,16.4,89,19.34
2022-11-14,29.1,21.8,0.00,12.3,76,19.00
2022-11-15,29.3,22.5,0.00,10.7,42,18.94
2022-11-16,28.5,22.1,0.00,11.2,67,19.09
2022-11-17,28.3,21.5,0.00,13.1,55,19.08
2022-11-18,26.8,19.7,0.00,14.8,61,19.29
2022-11-19,25.8,19.1,0.00,14.1,72,19.15
2022-11-20,26.0,18.6,0.00,15.2,65,19.20
2022-11-21,26.0,18.5,0.00,12.0,76,19.23
2022-11-22,27.4,19.2,0.00,11.6,75,18.58
2022-11-23,28.4,20.4,0.00,11.6,70,18.36
2022-11-24,28.4,20.7,0.00,11.9,72,18.37
2022-11-25,29.6,21.8,0.00,12.3,74,17.58
2022-11-26,30.1,22.8,0.00,12.3,53,17.19
2022-11-27,30.2,22.9,0.00,12.0,19,16.69
2022-11-28,29.6,22.3,0.00,9.9,334,17.87
2022-11-29,29.2,21.7,0.00,12.0,59,17.92
2022-11-30,29.0,21.9,0.00,11.9,74,17.76
2022-12-01,28.4,21.3,0.00,11.3,77,17.80
2022-12-02,29.1,21.0,0.00,16.4,71,18.00
2022-12-03,29.4,21.7,0.00,14.6,41,17.33
2022-12-04,29.1,22.9,0.00,11.6,69,14.70
2022-12-05,29.6,23.5,0.20,10.1,53,15.37
2022-12-06,30.4,24.0,0.00,9.1,63,16.60
2022-12-07,29.0,22.9,0.00,12.6,58,17.21
2022-12-08,27.2,21.2,0.00,13.4,71,17.54
2022-12-09,26.5,19.1,0.00,17.3,82,18.17
2022-12-10,27.2,18.7,0.00,11.9,75,18.27
2022-12-11,28.7,21.0,0.00,11.8,75,16.71
2022-12-12,28.7,23.0,0.30,17.0,81,15.28
2022-12-13,29.2,23.4,0.30,18.4,93,14.78
2022-12-14,30.0,23.4,5.20,16.4,91,14.02
2022-12-15,28.9,23.0,0.40,11.8,87,14.84
2022-12-16,29.1,23.0,0.00,9.1,67,15.96
2022-12-17,29.0,23.0,0.00,10.5,63,15.80
2022-12-18,28.8,23.1,0.00,11.9,73,16.69
2022-12-19,27.8,21.4,0.00,13.0,71,16.93
2022-12-20,28.9,21.0,0.00,10.0,70,17.08
2022-12-21,29.5,21.3,0.00,10.5,58,17.13
2022-12-22,29.8,21.8,0.00,10.2,53,17.21
2022-12-23,29.6,21.8,0.00,12.8,298,17.16
2022-12-24,27.3,18.8,0.00,8.8,324,17.63
2022-12-25,28.7,18.7,0.00,15.3,65,17.63
2022-12-26,29.4,20.5,0.00,14.0,271,17.33
2022-12-27,30.0,20.6,0.00,12.7,332,16.70
2022-12-28,29.9,21.5,0.00,11.2,23,17.28
2022-12-29,30.4,21.5,0.00,11.7,354,17.25
2022-12-30,30.2,22.1,0.00,13.0,324,17.23
2022-12-31,29.3,21.3,0.00,12.5,326,17.51
2023-01-01,28.5,19.3,0.00,9.1,23,17.55
2023-01-02,28.5,19.8,0.00,11.6,64,17.63
2023-01-03,28.6,19.9,0.00,13.2,52,17.32
2023-01-04,27.1,19.6,0.00,15.6,76,16.38
2023-01-05,27.7,20.4,0.00,18.9,94,12.78
2023-01-06,27.2,20.8,0.00,16.5,84,14.77
2023-01-07,27.1,21.0,0.00,14.8,76,16.63
2023-01-08,26.3,19.9,0.00,11.1,68,17.62
2023-01-09,26.2,18.1,0.00,10.2,70,18.33
2023-01-10,27.1,17.9,0.00,13.0,69,18.49
2023-01-11,29.4,18.9,0.00,12.3,11,18.35
2023-01-12,27.3,18.8,0.00,12.5,308,18.41
2023-01-13,25.8,19.0,0.00,10.7,283,18.28
2023-01-14,26.7,17.0,0.00,11.5,351,18.47
2023-01-15,27.7,17.8,0.00,11.3,49,18.55
2023-01-16,28.3,18.3,0.00,13.4,329,18.78
2023-01-17,28.9,18.9,0.00,12.3,342,18.65
2023-01-18,28.7,19.3,0.00,13.6,56,18.58
2023-01-19,30.2,20.2,0.00,13.8,335,18.64
2023-01-20,29.0,20.8,0.00,17.1,252,18.76
2023-01-21,28.8,20.3,0.00,15.3,268,18.77
2023-01-22,27.5,19.4,0.00,16.3,294,18.83
2023-01-23,27.5,19.2,0.00,17.1,285,18.89
2023-01-24,27.6,18.9,0.00,13.8,299,18.69
2023-01-25,27.2,19.1,0.00,14.7,322,17.94
2023-01-26,29.6,20.9,0.00,15.9,359,17.79
2023-01-27,29.7,22.0,0.00,15.4,83,18.10
2023-01-28,30.2,22.5,0.00,13.0,101,19.35
2023-01-29,28.8,20.9,0.00,20.5,246,18.04
2023-01-30,28.6,20.9,0.30,13.6,273,16.58
2023-01-31,28.9,21.7,0.00,13.8,60,18.72
2023-02-01,28.1,21.9,0.00,14.9,77,16.62
2023-02-02,29.1,21.8,0.00,15.9,85,19.19
2023-02-03,29.2,21.5,0.00,11.6,68,20.16
2023-02-04,29.8,21.6,0.00,10.1,52,20.49
2023-02-05,30.5,21.8,0.00,15.2,73,20.60
2023-02-06,30.5,22.1,0.00,15.9,330,20.62
2023-02-07,30.0,22.1,0.00,15.2,348,20.99
2023-02-08,31.6,22.5,0.00,12.3,48,21.02
2023-02-09,33.0,22.9,0.00,14.3,41,21.38
2023-02-10,33.8,24.6,0.00,17.3,320,21.48
2023-02-11,32.9,23.4,0.00,14.1,306,21.81
2023-02-12,31.6,21.8,0.00,15.8,53,21.75
2023-02-13,31.4,22.3,0.00,15.6,78,21.97
2023-02-14,31.8,21.8,0.00,13.1,76,22.28
2023-02-15,33.3,22.9,0.00,12.6,60,22.37
2023-02-16,33.9,24.0,0.00,14.4,67,22.29
2023-02-17,34.3,24.5,0.00,12.8,45,22.53
2023-02-18,33.1,23.5,0.00,14.9,60,22.76
2023-02-19,33.6,23.4,0.00,15.1,64,22.93
2023-02-20,34.6,24.8,0.00,17.9,30,22.74
2023-02-21,34.6,25.3,0.00,16.6,294,22.70
2023-02-22,34.3,25.1,0.00,16.1,301,22.51
2023-02-23,34.1,25.2,0.00,15.0,345,23.21
2023-02-24,33.8,25.2,0.00,14.8,4,23.04
2023-02-25,33.8,25.4,0.00,14.3,335,23.00
2023-02-26,34.0,25.1,0.00,17.3,340,23.17
2023-02-27,33.6,24.9,0.00,17.4,345,23.09
2023-02-28,34.0,25.0,0.00,14.8,279,22.68
2023-03-01,33.3,25.0,0.00,20.4,273,23.05
2023-03-02,34.1,26.2,0.00,16.8,50,21.64
2023-03-03,34.4,26.5,0.00,13.5,45,22.10
2023-03-04,35.1,27.0,0.00,13.8,47,21.08
2023-03-05,34.1,27.0,0.20,17.8,61,20.67
2023-03-06,30.1,23.9,1.60,14.9,53,16.99
2023-03-07,30.6,23.0,4.20,15.9,112,19.57
2023-03-08,31.7,23.9,0.00,12.2,34,21.88
2023-03-09,32.5,24.5,0.00,11.9,30,22.47
2023-03-10,32.2,24.3,0.00,14.8,68,22.87
2023-03-11,33.2,25.0,0.00,16.7,89,21.68
2023-03-12,33.6,25.1,0.00,19.4,83,21.55
2023-03-13,32.8,26.2,0.10,15.4,81,20.84
2023-03-14,32.3,26.1,0.00,12.0,1,20.67
2023-03-15,30.9,25.2,0.20,14.3,48,13.58
2023-03-16,28.8,23.2,1.40,14.8,126,17.94
2023-03-17,28.9,22.2,0.80,12.7,342,17.25
2023-03-18,29.8,21.7,4.30,22.5,38,21.22
2023-03-19,29.1,21.9,0.00,18.2,251,22.91
2023-03-20,28.6,21.9,0.00,16.9,273,22.29
2023-03-21,28.4,22.1,0.00,14.1,262,21.51
2023-03-22,28.9,22.4,0.00,17.5,280,22.55
2023-03-23,29.7,22.7,0.00,16.4,282,21.34
2023-03-24,31.4,23.1,0.00,15.9,281,24.38
2023-03-25,31.1,22.7,0.00,19.5,288,25.66
2023-03-26,30.5,22.4,0.00,15.8,298,25.77
2023-03-27,31.7,23.6,0.00,17.1,299,25.61
2023-03-28,32.5,24.4,0.00,15.5,274,25.39
2023-03-29,33.5,25.0,0.00,16.4,263,25.52
2023-03-30,31.2,23.8,0.00,16.6,270,24.50
2023-03-31,30.1,24.1,0.10,19.2,276,23.61
2023-04-01,31.9,23.8,0.00,19.6,291,25.49
2023-04-02,32.4,24.6,0.00,16.4,300,25.89
2023-04-03,33.5,25.1,0.00,19.4,293,25.86
2023-04-04,34.3,26.5,0.00,18.1,301,23.24
2023-04-05,35.2,27.4,0.00,18.6,309,24.26
2023-04-06,34.7,27.8,0.00,15.8,312,22.30
2023-04-07,34.6,27.7,0.00,13.6,22,20.94
2023-04-08,33.1,27.2,0.00,19.3,103,19.44
2023-04-09,34.4,27.9,0.00,9.7,126,23.20
2023-04-10,34.7,28.1,0.00,23.2,244,21.54
2023-04-11,36.3,28.9,0.00,9.7,23,22.48
2023-04-12,37.0,29.6,0.00,11.7,299,23.77
2023-04-13,36.5,29.6,0.10,30.6,320,19.05
2023-04-14,36.9,29.6,0.00,15.0,310,24.22
2023-04-15,36.8,28.5,0.00,15.5,261,23.80
2023-04-16,36.6,29.0,0.00,18.8,264,25.11
2023-04-17,37.0,29.4,0.00,13.0,253,24.58
2023-04-18,37.3,30.1,0.00,19.8,310,22.35
2023-04-19,37.8,30.5,0.00,19.8,329,23.36
